id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365
16383810;Small flat in Berlin;6318287;Izvor;Lichtenberg;Friedrichsfelde Nord;52,5124569171365;13,5284553929861;Entire home/apt;35;7;0;;;1;0
16384959;Your home of creativity in Berlin :);20741118;Stella;NeukÃ¶lln;ReuterstraÃe;52,4825563393385;13,4397557254489;Private room;29;2;13;2018-10-07;0,57;1;0
16386098;Design Apartment | Nordkiez in Friedrichshain;16847935;Marcus;Friedrichshain-Kreuzberg;Frankfurter Allee Nord;52,5171004244334;13,4577947260976;Private room;45;1;3;2018-10-14;2,5;1;21
16386214;Sweet, chilly 1 Room-Appartment near AkazienstraÃe;44227999;Annie;Tempelhof - SchÃ¶neberg;SchÃ¶neberg-SÃŒd;52,4816040077896;13,3622556565117;Entire home/apt;40;2;12;2018-08-20;0,53;1;24
16387406;Flat for rent in Berlin Kreuzberg/Neukolln;23350687;Alexander;NeukÃ¶lln;ReuterstraÃe;52,4855412969925;13,4316618374624;Entire home/apt;25;4;2;2017-10-07;0,15;1;0
16388235;SchÃ¶nes Zimmer im Prenzlauer Berg;92747660;Niklas;Pankow;Prenzlauer Berg Ost;52,5355490087786;13,4403311980807;Private room;30;2;2;2017-03-13;0,09;1;0
16388476;GemÃŒtliche und stylische 3 Zimmer Wohnung;107353415;Torsten;Friedrichshain-Kreuzberg;Frankfurter Allee SÃŒd FK;52,5122100547171;13,4689753157049;Entire home/apt;75;4;13;2018-09-07;0,59;2;0
16388799;beautiful guest room Prenzlauer Berg;453109;Angela L.;Pankow;Prenzlauer Berg SÃŒd;52,5354751911689;13,4257172969875;Entire home/apt;55;2;9;2018-08-22;0,4;2;0
16390457;Cosy apartment for two in central NeukÃ¶lln;107364269;Lisa;NeukÃ¶lln;ReuterstraÃe;52,4823187894455;13,4402358661633;Entire home/apt;40;2;0;;;1;0
16391819;Central Aparts Berlin;14393396;Edoardo G. L.;Mitte;Alexanderplatz;52,5295261644002;13,3985290448605;Private room;75;3;4;2018-01-27;0,28;1;0
16391921;Studio in Berlin KÃ¶penick;107377926;Judith;Treptow - KÃ¶penick;Dammvorstadt;52,4538030528232;13,5742797809423;Entire home/apt;55;2;4;2017-05-14;0,18;2;0
16392430;Huge one bedroom apartment in Prenzlauer berg;10764937;Yangdi;Pankow;Prenzlauer Berg Nord;52,5499054105166;13,4145740997618;Entire home/apt;50;2;12;2017-09-24;0,53;2;0
16392888;Apartment in the heart of Berlin (min 1 week stay);107383260;Hannah;Mitte;Alexanderplatz;52,5293666517753;13,4003189967411;Entire home/apt;65;1;2;2018-07-28;0,09;1;42
16392913;Beautiful, Calm Bedroom in Heart of KreuzkÃ¶lln;25094825;Loella;NeukÃ¶lln;ReuterstraÃe;52,4927466092571;13,4229549706634;Private room;55;2;0;;;2;0
16393074;Spacious and bright room close to city centre;107385642;Sarah;Lichtenberg;Alt-Lichtenberg;52,5161677243691;13,4910272385256;Private room;50;2;4;2018-09-02;0,18;1;66
16393122;Cosy studio near Potsdamer Platz;68631068;Tamar;Mitte;Tiergarten SÃŒd;52,5067647166822;13,3760092918975;Entire home/apt;49;4;0;;;1;0
16393967;Private room in perfect location;107393182;Markus;Friedrichshain-Kreuzberg;SÃŒdliche Friedrichstadt;52,4967581204067;13,4196834148466;Private room;20;3;79;2018-10-21;3,52;3;4
16393984;Helles, schÃ¶nes Zimmer mitten in SchÃ¶neberg;79323327;Elene;Mitte;Tiergarten SÃŒd;52,5042210969183;13,3558201883033;Private room;21;7;1;2017-03-20;0,05;1;0
16397955;Apartment in Wedding;83153858;Nikola;Mitte;Wedding Zentrum;52,5483475626096;13,3666434437617;Entire home/apt;55;4;0;;;1;0
16398060;Spacious, best location, 2 balconies, modern!;107428410;Sandy;Mitte;Brunnenstr. SÃŒd;52,5326784902994;13,3973079599782;Private room;49;2;48;2018-10-19;2,13;1;220
16398334;Well located room for 1/2 people in Neukoelln!;75948508;Toby;NeukÃ¶lln;ReuterstraÃe;52,4819944521227;13,4406695604734;Private room;20;3;1;2017-01-02;0,04;1;0
16398939;Best room in NeukÃ¶lln, free 4 Xmas and New Years!;7105291;Tor;NeukÃ¶lln;Rixdorf;52,4800097422025;13,4406984175953;Private room;39;5;1;2017-01-02;0,04;1;0
16399370;Sunny Jewel in Kreuzberg;35046583;Tom;Friedrichshain-Kreuzberg;sÃŒdliche Luisenstadt;52,4956111364844;13,4330529534793;Entire home/apt;58;14;8;2018-10-15;0,36;3;118
16399879;Central, bright and cozy;32880961;Gudrun;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52,492411299656;13,3966627391659;Private room;85;20;23;2018-09-21;1,04;6;23
16400369;My beloved apartment in Prenzlauerberg;2008587;Nicola;Pankow;Helmholtzplatz;52,5422787311708;13,4159327862018;Private room;98;3;45;2018-11-04;2,06;1;83
16400708;cozy room in Kreuzberg;15573787;Lisa;Friedrichshain-Kreuzberg;nÃ¶rdliche Luisenstadt;52,5026436698364;13,4374242908332;Private room;85;2;11;2018-08-23;0,49;1;0
16401193;Bright - Cosy and Central - 18 qm;32880961;Gudrun;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52,4917228704752;13,3970880115634;Private room;34;119;7;2018-06-30;0,32;6;185
16401216;Inspiring & Positive Apartment;24861887;Thomas;Friedrichshain-Kreuzberg;Frankfurter Allee SÃŒd FK;52,5054318048201;13,4652572991603;Private room;79;3;0;;;1;246
16402413;SÃŒÃe Wohnung in Tempelhof;61107166;Amy;Tempelhof - SchÃ¶neberg;Mariendorf;52,4424034665916;13,3848547038041;Entire home/apt;30;1;0;;;1;0
16403833;Hosting in a friendly bedroom;107469097;MM Creative;Pankow;Helmholtzplatz;52,5392853565516;13,4243533866005;Private room;23;1;57;2018-09-01;3,72;1;0
16406507;Flat for 2 persons in the heart of Kreuzberg;6184616;Lukas;Friedrichshain-Kreuzberg;nÃ¶rdliche Luisenstadt;52,5025884938458;13,4335373126247;Entire home/apt;43;2;0;;;1;0
16410022;Berlin Mitte Apartment;38357328;Franziska;Pankow;Prenzlauer Berg SÃŒdwest;52,5307788847322;13,4071897431256;Entire home/apt;83;3;71;2018-10-21;3,18;2;19
16410687;Sunny room near Rathaus NeukÃ¶lln;10802317;Elena;NeukÃ¶lln;ReuterstraÃe;52,4826795221006;13,433304893365;Private room;30;5;9;2017-08-02;0,4;1;0
16412432;Chill, big room in NeukÃ¶lln;40516760;Joshua;NeukÃ¶lln;ReuterstraÃe;52,4872539622407;13,430921069049;Private room;28;1;7;2017-08-13;0,31;1;0
16412450;Cosy sunny studio in lively F'hain;107544542;Roman;Friedrichshain-Kreuzberg;Frankfurter Allee SÃŒd FK;52,5084518037603;13,4592070952737;Private room;97;2;2;2017-09-19;0,14;1;0
16413695;Nice, spacious Room in central NeukÃ¶lln;60901964;Benedikt;NeukÃ¶lln;Rixdorf;52,4797939200624;13,4366074379699;Private room;37;3;20;2018-09-28;0,89;1;68
16414084;Cozy Berlin Mitte Studio;53570607;Miguel;Mitte;Brunnenstr. SÃŒd;52,5353007013591;13,4022112476324;Entire home/apt;50;6;1;2017-01-03;0,04;2;0
16414720;GemÃŒtliches Zimmer fÃŒr Zwei in Berlin-Wedding;80738683;Julia;Mitte;Osloer StraÃe;52,5581955976451;13,3904644707421;Private room;39;2;13;2018-10-18;0,74;2;53
16415384;Central. Beautiful flat.;39586119;Bernhard;NeukÃ¶lln;ReuterstraÃe;52,4849483712819;13,4335676584571;Entire home/apt;85;5;44;2018-10-25;1,91;2;319
16415711;Green & Relaxing oasis for 2 in Prenzlauer Berg;21646557;Sue;Pankow;Helmholtzplatz;52,5420773426679;13,4222079432086;Entire home/apt;60;2;47;2018-10-03;2,1;1;284
16420530;Delightfully Spacious Apartment in SchÃ¶neberg;107627069;Jason;Tempelhof - SchÃ¶neberg;SchÃ¶neberg-SÃŒd;52,4818809947199;13,3532169806699;Entire home/apt;90;5;2;2017-04-17;0,09;2;0
16420612;Well located appartement in Mitte;67561716;Pascal;Mitte;Alexanderplatz;52,5259078015391;13,3962714500969;Private room;32;1;5;2017-08-30;0,22;1;0
16420952;Bright 2 room apartment in Prenzlauer Berg;10914556;Yaroslav;Pankow;Prenzlauer Berg Nord;52,5511156994862;13,4163105465076;Entire home/apt;120;3;3;2018-01-03;0,13;1;0
16421389;Lovely room in relaxed apartment near Ringbahn;65567861;Nils;Mitte;Moabit West;52,5321096673394;13,3282838640655;Private room;30;1;4;2018-09-25;2,4;1;0
16421483;Nice and cosy room in perfect location in Mitte;29626037;Francesco;Mitte;Brunnenstr. SÃŒd;52,5372042393398;13,395618061521;Private room;23;2;7;2017-06-18;0,33;1;0
16422066;Room in NeukÃ¶lln close to Schillerkiez;9268487;Kate;NeukÃ¶lln;NeukÃ¶llner Mitte/Zentrum;52,4739240152851;13,4295205998049;Private room;35;3;1;2017-01-02;0,04;1;0
16422104;Comfortable & Beautiful Place in Berlin Wedding;18990815;Maxi;Mitte;Parkviertel;52,5533784379647;13,3446649619761;Private room;39;4;14;2018-07-16;0,62;1;0
16423536;WohlfÃŒhlwohnung in Berlin;40488839;Lara;Pankow;Prenzlauer Berg Nord;52,5524883444518;13,4162289500479;Entire home/apt;55;4;2;2017-03-15;0,1;1;0
16423646;GemÃŒtlich und ruhig;107661921;Ulrike;Tempelhof - SchÃ¶neberg;SchÃ¶neberg-SÃŒd;52,4810580794335;13,3504455026387;Entire home/apt;50;2;7;2018-09-22;0,34;1;303
16424150;Nice and cosy flat in Kreuzberg!;30338608;Maria;Friedrichshain-Kreuzberg;sÃŒdliche Luisenstadt;52,499795140535;13,4395702909042;Entire home/apt;55;3;0;;;1;0
16425230;Velkommen til Berlin;106435271;S.;Charlottenburg-Wilm.;Mierendorffplatz;52,5265023630313;13,2992241975071;Shared room;20;3;22;2017-12-02;1,04;1;0
16425302;xmas & new years in berlin cosy private room;43028367;Christine;Friedrichshain-Kreuzberg;Frankfurter Allee Nord;52,5181536574409;13,460715806327;Private room;60;2;0;;;5;0
16431212;cosy and quite flat for you;89057986;Birgit;Friedrichshain-Kreuzberg;Karl-Marx-Allee-Nord;52,5238086911127;13,4465455717643;Entire home/apt;85;7;2;2018-05-22;0,09;7;303
16432117;Cosy apartment in KreuzkÃ¶lln/ Berlin;51050498;Jan;NeukÃ¶lln;ReuterstraÃe;52,4943935879179;13,4214952571927;Entire home/apt;80;3;3;2017-06-17;0,13;1;0
16432848;Stylish Room + Private Bathroom in Industrial Apt;2253917;Jude;Friedrichshain-Kreuzberg;Frankfurter Allee SÃŒd FK;52,5027217334469;13,4510516498227;Private room;47;3;26;2018-10-31;1,19;1;54
16432925;Nice Apartement in Kreuzberg/NeukÃ¶lln;19107094;Caroline;NeukÃ¶lln;ReuterstraÃe;52,4869220196331;13,4371734831069;Entire home/apt;130;2;4;2017-06-19;0,18;1;355
16433532;Big room with balcony in kreuzberg;62295782;Elsa;Friedrichshain-Kreuzberg;sÃŒdliche Luisenstadt;52,5001818013755;13,4422620426572;Private room;30;3;4;2018-07-06;0,18;1;0
16435947;big cozy room in Prenzlauer Berg;28464768;Viktor;Pankow;Prenzlauer Berg Nord;52,5438088918406;13,4408870968709;Private room;45;1;108;2018-10-23;5,35;1;11
16436062;amazing room in trendy friedrichshains best street;53335761;Katharina;Friedrichshain-Kreuzberg;Frankfurter Allee SÃŒd FK;52,5091754344647;13,4592577402423;Private room;35;7;2;2017-04-13;0,1;2;0
16436355;Room in Friedrichshain, fully equipped apartment;32079227;Mahon;Friedrichshain-Kreuzberg;Frankfurter Allee SÃŒd FK;52,5138035875448;13,4698586870743;Private room;12;1;0;;;1;0
16436968;Room in funky old house near Messe/Convention;19837126;Annie;Charlottenburg-Wilm.;Heerstrasse;52,5072040763947;13,2603453758944;Private room;25;2;56;2018-11-03;2,49;1;35
16437243;Bright and modern flat in the heart of Berlin;47336632;Oliver;Pankow;Helmholtzplatz;52,5434084123579;13,412731228019;Entire home/apt;89;5;7;2018-07-15;0,36;1;0
16437500;Beautiful Loft Apartment - Central, Bright & Quiet;52018333;Rita;Treptow - KÃ¶penick;Alt  Treptow;52,4899502443282;13,4496802107537;Entire home/apt;32;2;11;2017-10-01;0,53;1;16
16437900;Best Central Location Alexanderplatz;107787411;Raphaela;Mitte;Alexanderplatz;52,5261329956077;13,4150729640438;Entire home/apt;49;11;25;2017-05-07;1,16;1;11
16437932;Cozy apartment in Prenzlauer Berg.;47055202;Fernando;Pankow;Prenzlauer Berg SÃŒdwest;52,5367939308354;13,4121769015193;Entire home/apt;90;2;3;2018-01-02;0,13;1;279
16438739;COZY room - VERY central, brightened  & calm;91968676;Conny;Mitte;Alexanderplatz;52,5125119175595;13,4176316242916;Private room;27;3;8;2017-09-28;0,36;1;0
16438764;Cosy appartment in the heart of Friedrichshain;100464004;Elena;Friedrichshain-Kreuzberg;Frankfurter Allee SÃŒd FK;52,5036130475441;13,4517140441016;Entire home/apt;60;2;7;2017-12-26;0,38;1;9
16441885;Botanical Room w/ Balcony (Near Boxi);35199064;Sammy;Friedrichshain-Kreuzberg;Frankfurter Allee SÃŒd FK;52,5095545855927;13,4621972235181;Private room;44;2;7;2018-07-20;0,31;1;85
16445489;Helle und ruhige 1 Zimmerwohnung in Charlottenburg;107860609;Lilly;Charlottenburg-Wilm.;Neue KantstraÃe;52,50387058897;13,2996482572695;Entire home/apt;45;7;2;2018-01-05;0,12;1;0
16445876;111qm modern rooftop apartment in Prenzlauer Berg;24155801;Mats&Lucy;Pankow;Prenzlauer Berg Nord;52,5417847321436;13,4389252078273;Entire home/apt;103;2;19;2018-10-01;0,84;1;0
16446691;WunderschÃ¶ne Altbauwohnung!!;2263378;Sinja;Tempelhof - SchÃ¶neberg;SchÃ¶neberg-SÃŒd;52,4879065137132;13,3611283536172;Entire home/apt;55;10;4;2017-05-06;0,18;1;3
16450988;Antique meets Minimal, 60qm flat;39710205;Cat;Mitte;Moabit West;52,5285711176795;13,3161670600057;Entire home/apt;50;5;16;2018-05-13;0,71;1;9
16451952;STUDIO APARTMENT, S Sonnenallee, Wifi, for 2;27952946;Katrin;NeukÃ¶lln;KÃ¶llnische Heide;52,4696523872158;13,4537314826979;Entire home/apt;49;2;41;2018-10-19;1,86;12;303
16452627;Large (80qm) old-style flat, one block off KuDamm;3601438;Petra;Charlottenburg-Wilm.;Halensee;52,4995010952554;13,2934111194868;Entire home/apt;66;180;13;2018-10-23;0,65;1;47
16452817;Bright minimalistic room in heart of Kreuzberg!;43842015;Lea;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52,4931718219278;13,4153651636077;Private room;60;2;10;2017-11-08;0,48;1;0
16453122;Beautiful Historic Flat in the Heart of Berlin!!;107923857;Florian;Pankow;Prenzlauer Berg SÃŒd;52,5350355149951;13,4293894446462;Private room;30;2;2;2018-08-28;0,16;1;236
16453301;your Christmas vacation :);63116147;Mustafa;Pankow;Prenzlauer Berg Nord;52,5524007621821;13,4163796132577;Entire home/apt;35;6;0;;;1;0
16454173;Sunny apartment in historic building.;7239409;Valeska;Mitte;Moabit West;52,5290777087461;13,3364020962937;Private room;50;2;14;2018-07-11;0,62;1;17
16459223;gemÃŒtliche drei Zimmerwohnung.;59777339;Patrick;Steglitz - Zehlendorf;Albrechtstr.;52,4608975526646;13,3454460610751;Private room;26;55;1;2017-01-03;0,04;1;337
16459865;Spacious place Graefekiez/Kreuzberg room+balcony;6423867;Paul;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52,4905409840098;13,4149538446679;Private room;60;5;3;2017-08-20;0,15;1;0
16460090;Room in Berlin citi center;107989134;Dim;Mitte;Alexanderplatz;52,5218287439282;13,3796902969989;Private room;30;1;1;2016-12-27;0,04;1;0
16460568;Central Room with Balcony;49402367;Celina;Mitte;Tiergarten SÃŒd;52,5040064328695;13,3663861329318;Private room;30;3;22;2017-08-15;0,97;1;0
16462692;spacious and cozy apartment in Wedding!;1039625;Alexej;Mitte;Osloer StraÃe;52,5565986154676;13,3924429176593;Entire home/apt;52;5;27;2018-10-20;1,2;1;2
16462717;6-Bed mixed dorm ,Shared Bathroom 12;8250486;Singer Hostel Berlin;Mitte;Alexanderplatz;52,51786246325;13,4247982024803;Shared room;19;1;44;2018-11-01;1,97;43;84
16463176;S BORNHOLMER STR,  ganze Wohng;31974145;Lydia;Mitte;Osloer StraÃe;52,5574454337175;13,3848170085167;Entire home/apt;79;2;7;2018-09-24;0,4;1;126
16464222;Huge flat in the heart of Berlin;108025548;Baharbin;Mitte;Alexanderplatz;52,5287236148877;13,3991629731669;Entire home/apt;180;1;111;2018-10-31;4,9;6;35
16465773;GemÃŒtliche Wohnung nÃ€he Schloss Charlottenburg;89268468;Renan;Charlottenburg-Wilm.;SchloÃ Charlottenburg;52,5195921470178;13,2950831714038;Entire home/apt;99;3;0;;;1;0
16467755;spacious & cozy room in south NeukÃ¶lln;108055284;Pauline;NeukÃ¶lln;Britz;52,4536595497228;13,452034529257;Private room;18;2;4;2018-06-29;0,25;1;0
16468199;Modern & Cozy apartment in P-Berg;1565883;Karl;Pankow;Prenzlauer Berg Nordwest;52,5465429201143;13,4095680537887;Entire home/apt;79;50;5;2017-04-16;0,22;1;0
16469975;NeukÃ¶lln...very special! (Website hidden by Airbnb);26836482;BerlinSurfHostel;NeukÃ¶lln;NeukÃ¶llner Mitte/Zentrum;52,4681402803465;13,4398485470603;Entire home/apt;53;2;78;2018-10-21;3,49;5;337
16470400;Nice and comfortable room in Berlin, Alt Treptow;108088817;Jenny;Treptow - KÃ¶penick;Alt  Treptow;52,4889795802152;13,4517246743742;Private room;27;1;53;2018-10-23;2,36;1;30
16473181;uncomplicated flat in the heart of Berlin Mitte;108115661;Anna;Mitte;Alexanderplatz;52,5234439587745;13,4048483275808;Entire home/apt;75;3;6;2018-01-01;0,27;1;0
16476906;Wunderbare Wohnung im Prenzlauer kietz;89057986;Birgit;Pankow;Prenzlauer Berg SÃŒdwest;52,5406605512425;13,4103917498913;Entire home/apt;145;3;7;2018-10-15;0,43;7;0
16478574;Observatory Berlin-Zehlendorf;65506128;Tan;Steglitz - Zehlendorf;Zehlendorf  Nord;52,4438858706711;13,2422881738285;Entire home/apt;105;3;11;2018-10-21;0,5;1;41
16479631;sunny roof top with panoramic view;45465596;Steffen;Mitte;Brunnenstr. SÃŒd;52,5369167647905;13,4060914143346;Entire home/apt;115;1;53;2018-08-31;2,5;4;244
16483884;Helles Zimmer in Berlin - Baumschulenweg;98743224;Oscar;Treptow - KÃ¶penick;Baumschulenweg;52,4667218615775;13,4850526333015;Private room;40;3;4;2018-08-15;0,51;1;0
16484124;Central in Prenzlauer Berg;108229492;Hubertus;Pankow;Prenzlauer Berg SÃŒd;52,5406375256962;13,4250819941547;Entire home/apt;81;2;7;2018-01-01;0,35;1;0
16484565;Cozy room in Prenzlauer Berg;12817769;Liza;Pankow;Prenzlauer Berg Nordwest;52,5511437587376;13,4135761671326;Private room;16;2;1;2017-01-02;0,04;1;0
16485339;Cozy Studio in Berlin KÃ¶penick near Airport (SFX);27637900;Mathias & Ramona;Treptow - KÃ¶penick;Dammvorstadt;52,4530394928296;13,575517138892;Private room;30;2;42;2018-10-08;1,86;2;189
16485543;Cozy room, big comfy bed in the heart of Kreuzberg;10679078;Sarah;Friedrichshain-Kreuzberg;nÃ¶rdliche Luisenstadt;52,5012185366446;13,4217782380686;Private room;30;3;1;2017-01-02;0,04;2;0
16486301;Cozy Flat Berlin NeÃŒkolln;108248853;Andrea;NeukÃ¶lln;ReuterstraÃe;52,4857581759031;13,4324166009325;Entire home/apt;100;3;1;2017-01-01;0,04;1;0
16487175;micro design studio overlooking Berlin;4097958;Daniel;NeukÃ¶lln;NeukÃ¶llner Mitte/Zentrum;52,4684625680241;13,4318609550113;Entire home/apt;56;2;49;2018-10-29;2,25;2;147
16489094;Room for 4;51512938;Max;Treptow - KÃ¶penick;Alt  Treptow;52,4927455597393;13,4461838526417;Private room;50;3;3;2017-01-25;0,13;2;0
16490052;Lovely location with garden;108283209;Jessica;NeukÃ¶lln;Gropiusstadt;52,4264370306559;13,46144521509;Private room;48;1;1;2018-04-24;0,15;1;0
16502077;Just awesome place to stay in Friedrichshain;108418649;Malou;Friedrichshain-Kreuzberg;Frankfurter Allee SÃŒd FK;52,5107816267325;13,46866767412;Private room;45;20;2;2018-09-10;0,12;1;330
16510222;A cozy room with a double bed+single;57386835;Sardor;Lichtenberg;Alt-Lichtenberg;52,523225893215;13,5117633450289;Private room;35;2;0;;;1;0
16511645;Central and cosy apartment in center of Berlin;21591417;Anna;Charlottenburg-Wilm.;DÃŒsseldorfer StraÃe;52,4965417752333;13,3140805645691;Entire home/apt;45;2;4;2017-09-25;0,18;1;0
16512872;Moderne stilvoll eingerichtete 2 Zimmer Wohnung;108543294;Schirani;Tempelhof - SchÃ¶neberg;SchÃ¶neberg-SÃŒd;52,4813606675089;13,3499349966299;Entire home/apt;52;1;12;2017-06-25;0,57;1;0
16513064;cosy apartment in NeukÃ¶lln;2968551;Friederike;NeukÃ¶lln;NeukÃ¶llner Mitte/Zentrum;52,478321223958;13,4355349093381;Entire home/apt;199;2;0;;;2;61
16513338;Great location for 'Berlinale' Kreuzberg&NeukÃ¶lln;20894695;Jongwon;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52,4919916457719;13,4209532911133;Private room;50;2;1;2017-04-10;0,05;2;0
16513443;Small and sweet!;50961564;Sandra;Friedrichshain-Kreuzberg;Frankfurter Allee SÃŒd FK;52,5009968530529;13,4533884269998;Entire home/apt;150;4;0;;;1;0
16513736;"Summer renter for fabulous ""Berlin"" flat wanted";9802683;Antonia;Tempelhof - SchÃ¶neberg;SchÃ¶neberg-SÃŒd;52,4894326220214;13,3424619215392;Entire home/apt;180;2;2;2017-08-06;0,13;1;338
16515639;Sunny apartment in Wedding close to Uferstudios;108569259;Mariam;Mitte;Osloer StraÃe;52,5600595344253;13,383427780354;Private room;60;3;8;2018-09-26;0,36;1;253
16515761;Sunny room with terrace;4449254;RenÃ©;NeukÃ¶lln;Rixdorf;52,4836292893165;13,4541306784728;Private room;30;1;40;2018-11-03;1,91;2;85
16519301;Warm and modern flat with balcony in Kreuzberg;101008901;U.;Friedrichshain-Kreuzberg;SÃŒdliche Friedrichstadt;52,502200390464;13,3989004262141;Entire home/apt;95;2;14;2018-10-28;0,66;1;28
16524560;Comfy family Apartment (100mÂ²);22405609;Anne;Lichtenberg;Alt-Lichtenberg;52,5140512906788;13,5006252569928;Entire home/apt;49;5;3;2017-05-28;0,16;1;0
16525253;Cozy Room In freshly renovated Apartment Downtown;73720108;Fabian;NeukÃ¶lln;NeukÃ¶llner Mitte/Zentrum;52,4721027975365;13,4290998461256;Private room;25;10;17;2017-10-13;0,76;1;358
16525958;Cosy Apartment / Modern Design  120 sqm;40060996;Christoph;Mitte;Osloer StraÃe;52,5552358215074;13,3867703312699;Entire home/apt;1050;2;2;2017-02-23;0,09;1;364
16527188;Bright & spacious apartment in KreuzkÃ¶lln;10009784;Aga;NeukÃ¶lln;ReuterstraÃe;52,4842585648613;13,4367956629229;Entire home/apt;89;3;23;2018-08-26;3,11;1;0
16527252;Cozy 2-Room Appartment in Prenzlauer Berg;31961950;Anja;Pankow;Helmholtzplatz;52,5456599253226;13,4204953319989;Entire home/apt;64;10;16;2018-08-10;0,71;2;0
16527679;Lovely artist studio welcoming quiet guests;20637390;Ann;Friedrichshain-Kreuzberg;Frankfurter Allee SÃŒd FK;52,5100924867161;13,4694162087823;Entire home/apt;65;1;30;2018-10-15;1,44;1;0
16528097;cozy room in east berlin;44744915;Carmine;Lichtenberg;Alt-Lichtenberg;52,5125868965272;13,4984414013336;Private room;30;2;75;2018-11-06;3,65;1;24
16531536;Lovely rooms in Berlin Kreuzberg 61;108741368;Cengiz;Friedrichshain-Kreuzberg;SÃŒdliche Friedrichstadt;52,4983486921339;13,4100067171119;Private room;40;3;90;2018-11-04;4,21;1;283
16531917;Cosy big Flat in the middle of Berlin;99993403;Luminita;Friedrichshain-Kreuzberg;Frankfurter Allee SÃŒd FK;52,511892757179;13,4538088992321;Private room;39;2;3;2017-12-15;0,17;1;0
16532065;spacious room with big balcony in â€ïž of Kreuzberg;41903569;Tamara;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52,496419741641;13,3986632895377;Private room;39;3;8;2018-05-20;0,37;1;0
16533781;nice and quite room in berlin/friedrichshain;70432978;Francisco;Friedrichshain-Kreuzberg;Frankfurter Allee Nord;52,5227900796846;13,4533165312574;Private room;39;2;50;2018-10-09;2,23;1;290
16534256;GroÃzÃŒgiges Haus m.Garten im GrÃŒnen;108773025;Hajo;Steglitz - Zehlendorf;Teltower Damm;52,4190357110178;13,2624440110426;Entire home/apt;65;5;3;2018-08-11;0,2;3;41
16536427;Apartment Blau;5245778;Stephan;Mitte;Parkviertel;52,5638563641728;13,3383112970632;Entire home/apt;32;60;0;;;5;191
16536961;grosses Zimmer in Top-Altbau-Whg.;108804095;Armin;Charlottenburg-Wilm.;SchloÃ Charlottenburg;52,5157829414107;13,2980416576746;Private room;25;7;6;2018-09-02;0,28;1;92
16537114;Cozy Apartment at Ideal Location;108585765;DÃŒzgÃŒn;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52,4942612606081;13,4029212156813;Entire home/apt;80;60;0;;;2;311
16537514;very nice room in friendly flat and good location;89569108;Vanessa;NeukÃ¶lln;Rixdorf;52,4718072120359;13,4447905870887;Private room;40;2;14;2018-01-02;0,62;1;0
16538448;SchÃ¶nes Balkonzimmer im ruhigen Teil des Wedding;19860255;Teresa;Mitte;Wedding Zentrum;52,5516356808291;13,3691374607398;Private room;27;3;2;2017-04-17;0,09;2;0
16539226;Cozy room near KaDeWe;44764137;Vladimir;Tempelhof - SchÃ¶neberg;SchÃ¶neberg-Nord;52,5012118701547;13,3439262717744;Entire home/apt;70;2;0;;;1;0
16541895;Big room with balcony in the heart of NeukÃ¶lln;5078966;Thimo;NeukÃ¶lln;Rixdorf;52,4799442888634;13,4397513872495;Private room;20;2;7;2018-09-05;0,32;1;23
16542489;furnished 18sqm room in a nice cozy flat;62058307;Emilia;Friedrichshain-Kreuzberg;Frankfurter Allee Nord;52,5230661004701;13,4538516610487;Private room;26;5;1;2018-06-17;0,21;1;0
16543844;TempelCasa;1836439;Alexander;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52,495260021101;13,4011505217195;Entire home/apt;99;4;73;2018-11-04;3,24;2;318
16543873;BERLIN CITY SKYLINE EVENTLOCATION THE WEST VIEW;7479020;Oksana;Tempelhof - SchÃ¶neberg;SchÃ¶neberg-Nord;52,5021894703544;13,3431628685152;Entire home/apt;1250;1;5;2018-09-07;0,3;3;364
16546372;WG room in calm area;67572356;Katharina;Lichtenberg;Neu Lichtenberg;52,5062450675785;13,4941803551401;Private room;23;1;0;;;1;0
16547438;Small artist's loft-bed-room in cozy 70 sqm;61715259;Petra;Mitte;Brunnenstr. SÃŒd;52,538874731729;13,4033296548159;Private room;24;1;18;2018-09-30;0,86;2;129
16550258;homelike apartment for a familiar feeling;106832609;Julia;Treptow - KÃ¶penick;OberschÃ¶neweide;52,4623768252969;13,5210324212618;Entire home/apt;60;1;6;2017-07-08;0,28;2;0
16550265;Huge room in the <3 of NeukÃ¶lln;64734335;Alex;NeukÃ¶lln;NeukÃ¶llner Mitte/Zentrum;52,4776570840677;13,438442407524;Private room;70;1;1;2017-05-28;0,06;1;0
16550598;Cozy and Clean Room in Central Location;108955684;Marie;Lichtenberg;Frankfurter Allee SÃŒd;52,5104156988551;13,4767981927953;Private room;80;10;3;2018-09-01;0,29;2;0
