id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365
16551857;Zimmer +KÃŒche +Bad +Balkon;50647575;Jo;Treptow - KÃ¶penick;Alt  Treptow;52,4862907086384;13,4522336703652;Private room;50;1;1;2017-01-02;0,04;1;0
16551948;Wohnung-Studio in Spandau (6.2);79430806;Katya;Spandau;Spandau Mitte;52,5361797155779;13,1896289733225;Entire home/apt;33;30;3;2018-08-20;0,14;19;319
16553734;Small and sunny, direct tramway to Alexander Platz;108988707;Barei;Lichtenberg;Alt-HohenschÃ¶nhausen SÃŒd;52,5362506856311;13,5057949254901;Private room;15;1;7;2018-09-10;0,35;2;0
16553787;Bright, quiet appartment close to water;108989627;Marcello;Treptow - KÃ¶penick;Alt  Treptow;52,4936060373314;13,4462201624727;Private room;70;3;3;2018-09-10;0,18;1;30
16554581;Cozy Prenzlauer Berg Room Close To City Center;105786622;Marius;Pankow;Pankow SÃŒd;52,5538298753297;13,4195404735521;Private room;29;2;34;2017-08-01;1,51;1;0
16554793;Quiet appartment with terrace near Tegel;37306049;Hannah;Reinickendorf;Nord 2;52,6016897498813;13,3092978986072;Entire home/apt;80;3;7;2017-06-05;0,36;1;71
16554978;Modern Logan Square;83511028;Johann;Pankow;SchÃ¶nholz/Wilhelmsruh/Rosenthal;52,5727919504021;13,3979720474213;Private room;77;1;0;;;1;365
16556063;Einraumwohnung fÃŒr drei Wochen;109012928;Dora;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52,4978103905886;13,380109707772;Entire home/apt;35;14;1;2017-02-05;0,05;1;0
16561947;Living in the most beautiful street of Berlin;8748717;BjÃ¶rn;Pankow;Prenzlauer Berg SÃŒdwest;52,5382302765744;13,4115163338014;Private room;50;2;30;2018-03-09;1,33;1;46
16563094;Large Room in a GDR Appartment Near Warschauerstr.;109090383;Joseph;Friedrichshain-Kreuzberg;Karl-Marx-Allee-SÃŒd;52,5129109726906;13,4487435435613;Private room;30;1;19;2018-02-11;0,94;2;98
16565985;Cosy Beautiful Room in lovely Neighboorhood;3493248;KatIa;Lichtenberg;Neu Lichtenberg;52,5049210835633;13,4805615190454;Private room;20;3;2;2017-02-17;0,09;1;0
16576294;Cosy room Berlin City Centre;109236137;Nicole Anna;Pankow;Prenzlauer Berg Ost;52,5284601512877;13,4548829119558;Private room;35;1;85;2018-10-28;3,81;1;310
16583319;Familienfreundliches Zimmer mit Katzen;55368306;Andrea;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52,4889779450413;13,3978139519988;Private room;75;2;0;;;2;0
16583885;Beautiful Villa in Westend Berlin;31070180;Carolina;Charlottenburg-Wilm.;Westend;52,511727141836;13,2606877518748;Entire home/apt;320;2;12;2018-10-14;0,57;1;319
16585886;BIG City Central Apt. Mitte, Heart of Berlin;109353960;Angelina;Mitte;Brunnenstr. SÃŒd;52,5300713721223;13,3967849877491;Entire home/apt;249;1;76;2018-11-04;3,48;9;122
16590218;Bright design apartment in <3 of Prenzlauer Berg;3169962;Lucia;Pankow;Prenzlauer Berg SÃŒdwest;52,5400082325255;13,4101935905341;Entire home/apt;39;2;19;2018-10-21;1,16;1;5
16592215;Quiet and cute apartment in vibrant neighborhood;132804;Fabian-Carlos;Friedrichshain-Kreuzberg;Frankfurter Allee SÃŒd FK;52,5115187042305;13,4580142809114;Entire home/apt;49;3;15;2018-11-03;0,75;1;172
16593828;2 Zimmer Wohnung in Prenzlauer Berg;109446883;Michael;Pankow;Prenzlauer Berg Nord;52,5433922534065;13,4389786533546;Entire home/apt;35;1;1;2017-04-16;0,05;1;0
16594716;cosy room in shared flat next to Spree;11351492;Hanna;Friedrichshain-Kreuzberg;Frankfurter Allee SÃŒd FK;52,498910796357;13,4604512411012;Private room;17;5;4;2018-02-26;0,27;1;0
16595508;Sweet Apartment near Ku'damm Shopping-Mall;109465041;Agnes;Charlottenburg-Wilm.;Halensee;52,4973159340378;13,304233855913;Entire home/apt;45;5;2;2017-01-30;0,09;1;0
16598356;Dachgeschosswohnung am Treptower Park;3213777;Kristin;Treptow - KÃ¶penick;PlÃ€nterwald;52,4870172599812;13,4640568016266;Entire home/apt;90;5;0;;;1;98
16601440;One bed in my livingroom;21768264;Anne;Treptow - KÃ¶penick;Alt  Treptow;52,489415366689;13,4526780062855;Private room;28;2;22;2018-04-06;0,99;1;0
16601732;Room in Berlin Pankow-near Prenzlauer Berg/ Mitte;66145126;Lisa;Pankow;Blankenfelde/NiederschÃ¶nhausen;52,5860819961113;13,401475282519;Private room;40;1;3;2018-08-29;0,42;1;31
16606731;Stylische Wohnung;109577566;Reinhard;Steglitz - Zehlendorf;Teltower Damm;52,4396187688639;13,2759207412409;Entire home/apt;55;2;38;2018-10-08;1,87;1;226
16607648;Kreative WG;109590167;Ralph;Pankow;Pankow SÃŒd;52,5543758926853;13,4163743147617;Private room;28;3;8;2018-10-01;0,45;1;302
16608451;Beautiful room in Neukolln;27690356;ClÃ©ment;NeukÃ¶lln;Rixdorf;52,4841174619706;13,4443206273046;Private room;25;3;5;2017-02-17;0,22;2;247
16608497;Huge Loft Berlin-Mitte with private bathroom + A/C;41119131;Robert;Mitte;Moabit Ost;52,523351607384;13,3520709998564;Private room;70;1;136;2018-11-02;6,99;3;302
16609096;Furnished apartment situated in the city west;109466802;Robsn;Charlottenburg-Wilm.;DÃŒsseldorfer StraÃe;52,4971777353794;13,3361382499847;Entire home/apt;50;120;0;;;1;159
16609782;Lovely and big room in Berlin near Center;27695671;Laura;Pankow;Pankow Zentrum;52,578902243255;13,4285113074424;Private room;19;1;2;2017-10-29;0,09;1;0
16610057;GemÃŒtliche 1-Zimmerwohnung;99254090;Imke;Pankow;Prenzlauer Berg SÃŒd;52,5349888893434;13,425347388215;Shared room;65;2;0;;;2;0
16610187;Apt.2 im Herzen Kreuzbergs;718939;Martina & Charlotte (MaCha);Friedrichshain-Kreuzberg;nÃ¶rdliche Luisenstadt;52,5025318714991;13,4176212404257;Entire home/apt;98;2;57;2018-10-24;3,15;12;332
16611044;Berlin City Ponderosa;109626558;Anna;Pankow;Helmholtzplatz;52,5456700037515;13,4206693491065;Private room;80;2;5;2018-09-16;0,26;1;88
16611133;Fabric Loft in Prenzlauer Berg;78039347;Leo;Pankow;Prenzlauer Berg SÃŒd;52,5350720969572;13,4223151760582;Entire home/apt;70;3;51;2018-10-14;2,32;1;57
16611253;Nice room in a shared students' apartment;109527844;Julian;Mitte;Brunnenstr. Nord;52,5506488733413;13,3803596267595;Private room;20;3;5;2017-10-18;0,27;1;0
16615365;Wohnung von 45mÂ² mit Terrasse - 3 Woche;109672796;Laura;Friedrichshain-Kreuzberg;SÃŒdliche Friedrichstadt;52,4977130362952;13,4164443596544;Entire home/apt;38;20;0;;;1;0
16616403;Central, bright and quiet room with parkview;13631332;Fabian;Friedrichshain-Kreuzberg;SÃŒdliche Friedrichstadt;52,5029364676034;13,3777490908059;Private room;50;2;32;2018-10-16;1,53;1;11
16617360;big, bright room in BERLIN FRIEDRICHSHAIN;109693975;Liliane;Friedrichshain-Kreuzberg;Karl-Marx-Allee-Nord;52,5167863318721;13,4449776642222;Private room;20;5;0;;;1;0
16617481;Room in Big Cosy Apartment Kreuzberg;45087543;Madli;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52,4871586291947;13,3967988935213;Shared room;100;2;12;2018-10-03;0,68;1;49
16624047;Helle leere Wohnung fÃŒr ein paar Tage zu vermieten;109770785;Hannah;Friedrichshain-Kreuzberg;Karl-Marx-Allee-SÃŒd;52,5095758911988;13,4498063806538;Private room;20;2;0;;;1;0
16625704;Lovely room in big apartment in Friedrichshain.;11177641;Emma;Friedrichshain-Kreuzberg;Frankfurter Allee SÃŒd FK;52,5077925043938;13,4530556643279;Private room;50;7;1;2017-02-12;0,05;1;0
16626149;Entspanntes Zimmer am BergmannKiez;109801246;Mark;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52,4893777025608;13,3951436822558;Private room;35;1;1;2018-08-16;0,36;1;98
16626249;nice room in beautiful apartment;23325683;Henry;NeukÃ¶lln;Rixdorf;52,4813477685084;13,439678846165;Private room;25;1;7;2017-01-30;0,31;1;0
16626368;Cozy and clean flat in Kreuzberg for rent;20568107;Philipp;Friedrichshain-Kreuzberg;sÃŒdliche Luisenstadt;52,4933748306495;13,4371162915945;Entire home/apt;40;3;11;2018-07-25;0,57;1;0
16626860;Comfortable apartment in down town;97430906;David Patricio;Mitte;Alexanderplatz;52,5144969292834;13,4244201452003;Entire home/apt;40;1;0;;;1;0
16627209;Appartment near Messe ICC and Lietzensee;2803348;Jane;Charlottenburg-Wilm.;Neue KantstraÃe;52,5073868722659;13,2869389006704;Entire home/apt;27;26;5;2017-06-21;0,24;1;37
16627622;LUXX - in the heart of Mitte;109813917;Antonio;Mitte;Alexanderplatz;52,5230098821062;13,4085510491553;Entire home/apt;185;3;1;2018-07-27;0,29;1;168
16628883;Altbau in Samariterkiez;17161031;Ari;Friedrichshain-Kreuzberg;Frankfurter Allee Nord;52,5199444631614;13,4677031517201;Entire home/apt;45;61;5;2017-10-29;0,35;1;156
16630402;Super Cosy 3 rooms Flat in Best Spot in Kreuzberg;2681945;Tine;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52,4899640802314;13,4022823036805;Entire home/apt;80;6;2;2017-06-30;0,12;1;0
16630942;17th Floor city and the park just in front of you;46284369;Peter;Friedrichshain-Kreuzberg;Karl-Marx-Allee-Nord;52,524112939781;13,4306478105303;Entire home/apt;74;3;2;2017-01-31;0,09;1;0
16632030;Nice cosy double-room;72447965;Helen;Treptow - KÃ¶penick;KÃ¶penick-Nord;52,4699147920094;13,5870900865914;Private room;29;1;63;2018-10-07;3,01;2;342
16632560;Mitte-Wedding cozy 2 room apartment;109867109;Lenard;Mitte;Osloer StraÃe;52,5533493675562;13,3899574763239;Entire home/apt;38;10;0;;;1;0
16633338;Kleines schÃ¶nes Zimmer / groÃe Wohnung / zentral;109875771;Tsvetana;Charlottenburg-Wilm.;DÃŒsseldorfer StraÃe;52,4952026796735;13,3239643000939;Private room;25;1;31;2018-11-04;1,4;1;285
16633391;Newly renovated apartment at Charlottenburg Castle;109876762;Heiko;Charlottenburg-Wilm.;Mierendorffplatz;52,5248674210319;13,2977837916957;Entire home/apt;65;2;58;2018-10-26;2,68;1;8
16639428;A bed space with all amenities for quick traveller;109945345;Haroon;Lichtenberg;Friedrichsfelde SÃŒd;52,4910938173582;13,5102336357445;Shared room;15;1;10;2017-07-27;0,46;1;0
16639512;Bright and Cosy Modern Apartment - Friedrichshain;3416357;Billy;Friedrichshain-Kreuzberg;Frankfurter Allee SÃŒd FK;52,5088501368405;13,4732611208635;Entire home/apt;70;2;10;2018-05-06;0,46;1;4
16639845;Sunny bright room in SchÃ¶neberg;4003960;Ada;Tempelhof - SchÃ¶neberg;SchÃ¶neberg-Nord;52,4976241613839;13,3546744519553;Private room;40;2;4;2017-10-17;0,19;1;0
16639872;2-Ñ ÐºÐŸÐŒÐœÐ°ÑÐœÐ°Ñ ÐºÐ². ÐœÐ° KurfÃŒrstendamm ÑÑÐŽÐŸÐŒ Ñ ÐŒÐµÑÑÐŸ!;52747435;Asel;Charlottenburg-Wilm.;DÃŒsseldorfer StraÃe;52,497861942601;13,3066615598653;Entire home/apt;33;30;6;2018-09-24;0,38;17;348
16640020;Beautiful 90 sqm flat in the cool part of city;38422482;Jussi;Pankow;Prenzlauer Berg SÃŒdwest;52,5393642971868;13,4107135752572;Entire home/apt;100;4;0;;;1;0
16640146;Spacious & sunny Kreuzberg apartment;5982514;Lisa;Friedrichshain-Kreuzberg;nÃ¶rdliche Luisenstadt;52,5036434460294;13,4153256279585;Entire home/apt;90;2;6;2018-09-09;0,84;1;52
16640382;4 small walls in the heart of Friedrichshain!;109954204;Susan;Friedrichshain-Kreuzberg;Frankfurter Allee SÃŒd FK;52,5126513599374;13,4678450891828;Private room;45;2;47;2018-08-27;2,18;1;0
16640528;"Big room (30m2) in a typical Berlin ""Altbau"" -Flat";27828478;Beate;Pankow;WeiÃensee;52,5495569632441;13,4614415868368;Private room;35;2;49;2018-10-30;2,32;1;64
16640603;Awesome Flat In The Heart Of Friedrichshain;108025548;Baharbin;Friedrichshain-Kreuzberg;Frankfurter Allee SÃŒd FK;52,5133049717508;13,4607254776449;Entire home/apt;120;1;137;2018-11-02;6,16;6;47
16641673;Complete 2 room studio kreuzberg 36;109966625;PÃ¡l;Friedrichshain-Kreuzberg;sÃŒdliche Luisenstadt;52,49619918368;13,427291944117;Entire home/apt;46;2;9;2017-05-28;0,41;1;0
16642699;Central & Modern Flat Close to Alexanderplatz;109968614;Andrea;Pankow;Prenzlauer Berg Nordwest;52,5495188609525;13,4119759287858;Private room;35;1;13;2017-08-15;0,59;1;0
16646383;Cosy fully loaded apt. hideaway close to center;4585526;Yvonne;Pankow;Prenzlauer Berg Nord;52,5492143296717;13,424076830166;Entire home/apt;52;2;11;2017-04-29;0,51;1;0
16648309;Lovely room in the heart of Kreuzberg;106026967;Esther;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52,494499109243;13,4124332498157;Private room;35;2;24;2018-09-09;1,16;2;330
16648484;best spot, kreuzberg, cosy,bright, friendly,quiet;1035039;Lilli;Friedrichshain-Kreuzberg;nÃ¶rdliche Luisenstadt;52,5014453895702;13,4313828869992;Private room;36;2;2;2018-07-14;0,28;1;164
16649277;Lovely apartment in P berg;8795631;Davide;Pankow;Prenzlauer Berg Ost;52,5387320145951;13,4441965814584;Private room;18;1;0;;;1;0
16649864;Self-contained new flat (2 rooms+private bathroom);110051582;Bruno;Pankow;SchÃ¶nholz/Wilhelmsruh/Rosenthal;52,5831074989446;13,3807907278159;Entire home/apt;80;2;45;2018-11-04;2,3;1;363
16653394;2@LittleBogotaBerlin WestBerlin P;30518151;Joachim P;Charlottenburg-Wilm.;Neue KantstraÃe;52,503883418349;13,2989356243853;Private room;60;2;14;2018-10-12;0,74;7;80
16653561;Ruhige 2 Zimmer in Friedrichshain;26004914;Eva;Friedrichshain-Kreuzberg;Frankfurter Allee SÃŒd FK;52,5112880009456;13,4592357014256;Entire home/apt;48;5;6;2018-10-17;0,28;1;0
16655548;A cozy room near Mitte;5505628;Jelena;Mitte;Osloer StraÃe;52,5559126405093;13,3915665783779;Private room;30;3;52;2018-07-07;2,38;1;0
16655645;Small 2Rooms flat/center/5 min from metro/Wil-dorf;79430806;Katya;Charlottenburg-Wilm.;Volkspark Wilmersdorf;52,486643366265;13,3261033359698;Entire home/apt;90;3;25;2018-10-17;1,24;19;333
16655959;Modern luxury apartment in Berlin Mitte;3400768;Graciela;Mitte;Alexanderplatz;52,5055897281093;13,4207457953444;Entire home/apt;90;3;5;2018-05-21;0,23;1;0
16661918;Cosy Room in best area;3073100;Astrid;NeukÃ¶lln;ReuterstraÃe;52,4942512683352;13,4220757850752;Private room;35;3;10;2018-05-20;0,45;1;0
16662278;TOP LOCATION NEAR METRO AND TRAIN;48359322;Nadine;Tempelhof - SchÃ¶neberg;SchÃ¶neberg-Nord;52,494079518116;13,3627118459926;Entire home/apt;40;5;15;2018-11-03;0,69;3;273
16668379;Spacious room in the heart of Neukolln.;39907055;Pola;NeukÃ¶lln;ReuterstraÃe;52,4857909796281;13,4341071217575;Private room;35;25;5;2018-08-30;0,23;1;62
16669441;Zimmer in Friedrichshain. Stylish, zentral, sauber;32278467;Mea;Friedrichshain-Kreuzberg;Frankfurter Allee Nord;52,5273961677116;13,4523794442927;Private room;35;2;4;2017-08-01;0,21;2;0
16669636;GemÃŒtliche Wohnung in Berlin-Mitte nÃ€he Mauerpark;99582323;Andre;Mitte;Brunnenstr. Nord;52,5410066210494;13,3963079114456;Entire home/apt;27;2;1;2017-12-28;0,1;1;0
16670084;Privatzimmer Berlin, Kollwitzkiez Prenzl. Berg;3125903;Alex;Pankow;Prenzlauer Berg SÃŒdwest;52,5372489522513;13,4215201928532;Private room;28;1;84;2018-10-25;3,84;1;85
16671777;Exklusives Zimmer mit Parkblick und Klaviernutzung;110291567;Marlene;Pankow;Prenzlauer Berg SÃŒd;52,5288948062117;13,4288882983796;Private room;50;5;12;2018-09-16;0,62;1;65
16672140;private room + shared spaces, apartment kreuzberg;47128495;Jonas;Friedrichshain-Kreuzberg;sÃŒdliche Luisenstadt;52,499392487196;13,4414723155178;Private room;55;1;0;;;1;0
16672526;Freundliches helles Zimmer in Berlin Pankow;591235;Marit;Pankow;Pankow Zentrum;52,582054260753;13,4121035582958;Private room;35;3;4;2018-10-01;0,3;1;281
16674064;Charming Apartment with Balcony at Alexanderplatz;8953004;Nadine;Mitte;Alexanderplatz;52,528787061833;13,4036196850925;Entire home/apt;70;3;11;2018-06-25;0,51;1;305
16674988;Bed in 4 bed mixed dorm ensuite Nr. 14;109995917;Inn-Berlin;Mitte;Osloer StraÃe;52,5600621382123;13,3871534325022;Shared room;17;2;10;2018-08-26;0,5;14;328
16675608;Cosy room in a 100sqm flat in the heart F-hain;30687151;Agnieszka;Friedrichshain-Kreuzberg;Frankfurter Allee SÃŒd FK;52,509474530043;13,4715286097754;Private room;55;1;0;;;1;0
16679665;"Old ""West Berlin"" at its best.";30518151;Joachim P;Charlottenburg-Wilm.;Neue KantstraÃe;52,5048811469912;13,297416447212;Private room;170;1;15;2018-10-24;0,71;7;32
16681341;Zentrales WG-Zimmer frei ab mitte Juli;110406088;Patrick;Mitte;Brunnenstr. SÃŒd;52,5350154858703;13,3790749713286;Private room;30;1000;1;2017-03-20;0,05;1;88
16681373;Apartment with a view near Mitte & Prenzlauer Berg;5218816;Timo;Mitte;Brunnenstr. Nord;52,5462267389575;13,3904543691042;Entire home/apt;80;3;2;2017-05-28;0,1;2;0
16682726;Bright Berlin Apartment in Prenzlauer Berg;110421051;Jonas;Pankow;Helmholtzplatz;52,5438316997013;13,417091668356;Entire home/apt;40;14;7;2018-03-30;0,33;1;0
16683655;Nice Flat with a View in Neukoelln;26363586;Ina;NeukÃ¶lln;KÃ¶llnische Heide;52,4687507979834;13,4667270777712;Private room;21;3;11;2017-11-07;0,51;1;0
16683933;Big modern furnished room @ SchÃ¶neberg;110436298;Juliano;Tempelhof - SchÃ¶neberg;Tempelhof;52,4562097623091;13,3642244313888;Private room;19;7;1;2017-02-28;0,05;1;0
16684398;WunderschÃ¶nes Loft in Kreuzberg;110441141;Bettina;Tempelhof - SchÃ¶neberg;SchÃ¶neberg-SÃŒd;52,4876857844911;13,3729325548631;Private room;90;5;1;2017-07-19;0,06;1;29
16684717;Central apt. in Mitte:Moabit,  Berlin;9733781;Theo;Mitte;Moabit Ost;52,5343951976465;13,3493133567283;Private room;37;2;43;2018-10-19;2,12;1;30
16686263;Exklusiver 2-Zimmer-Altbau nahe Shoppingmeile;110464754;Bobby;Steglitz - Zehlendorf;SchloÃstr.;52,4583880147105;13,3237924001602;Entire home/apt;59;5;27;2018-10-10;1,28;1;17
16687056;KaddyÂŽs & MaddinÂŽs cozy typical apartment - Berlin;24438624;Katrin;Steglitz - Zehlendorf;Albrechtstr.;52,4629146432139;13,3405501902603;Entire home/apt;60;4;4;2017-03-19;0,19;1;0
16688037;Luxury Family Apt 130mÂ² with river and Old Town;5949335;Nadja;Treptow - KÃ¶penick;Dammvorstadt;52,450774266417;13,5706811399538;Entire home/apt;98;3;34;2018-10-21;1,76;1;28
16692759;charming and cozy room in a quiet neighborhood;107128538;Gina;Lichtenberg;Neu Lichtenberg;52,5096890147216;13,5033037523566;Private room;35;2;22;2017-10-17;1,01;1;297
16695157;WunderschÃ¶ne Altbauwohnung im Herzen Berlins;110572838;Monique&Chris;Friedrichshain-Kreuzberg;Karl-Marx-Allee-SÃŒd;52,5177862374062;13,4334393887992;Entire home/apt;95;4;67;2018-10-26;3,07;1;335
16695520;Living / Room in Berlin-Mitte;110576146;Marcel;Mitte;Brunnenstr. SÃŒd;52,5363086245022;13,3985963721615;Private room;16;1;118;2018-10-22;5,56;1;13
16696167;Cosy Apartment in the Heart of Berlin (Kreuzberg);110581835;Karin;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52,4933846883887;13,3955363439032;Entire home/apt;37;4;39;2018-01-03;1,93;1;0
16698433;Cosy room in a green part of Berlin;5858585;Julie;Pankow;WeiÃensee;52,5530909897785;13,4480547307484;Private room;30;5;1;2017-12-09;0,09;1;58
16699233;Two sunny rooms in Kreuzberg;80501251;Louisa;Friedrichshain-Kreuzberg;nÃ¶rdliche Luisenstadt;52,4992137006521;13,4250893640177;Private room;35;3;2;2017-01-23;0,09;1;0
16699505;Cozy private room in SchÃ¶neberg;31129103;Jesse (And Johanna);Tempelhof - SchÃ¶neberg;SchÃ¶neberg-Nord;52,4903967192224;13,3557055729192;Private room;39;3;11;2018-10-24;0,54;1;0
16699634;Spacious and beautiful room with balcony;10261786;Aisha;Pankow;Prenzlauer Berg Nord;52,5506986622034;13,4158131789121;Private room;42;3;12;2018-08-05;0,58;1;98
16701250;modern, warm, central in Wilmersdorf;783663;Sandra;Charlottenburg-Wilm.;Grunewald;52,4887774509203;13,2950479726878;Entire home/apt;65;30;5;2018-02-19;0,26;1;0
16701311;Room for 2 Persons;39818305;Carlos;Charlottenburg-Wilm.;KantstraÃe;52,5115431340426;13,3145546888176;Private room;50;3;3;2018-10-18;0,15;1;4
16702548;Cozy and bright room in NeukÃ¶lln;40586933;Johannes;NeukÃ¶lln;NeukÃ¶llner Mitte/Zentrum;52,4676978148889;13,4319233130877;Private room;25;3;20;2018-11-05;1,15;2;20
16704289;cozy but lively cove in neukÃ¶lln;19053894;Jonas;NeukÃ¶lln;ReuterstraÃe;52,483096411319;13,4384135650741;Entire home/apt;80;2;19;2018-10-28;0,89;1;0
16704401;Willkommen in Berlin!;110663339;Hikmet;NeukÃ¶lln;Rixdorf;52,4823987787462;13,4447354076947;Private room;60;1;0;;;1;0
16711154;Big sunny room in the heart of Berlin (KreuzkÃ¶lln);5687162;Sally;Friedrichshain-Kreuzberg;sÃŒdliche Luisenstadt;52,4956691613646;13,4216588875579;Private room;29;4;6;2018-08-20;0,3;1;0
16714366;Kreuzberg- in the heart of Berlin4;718939;Martina & Charlotte (MaCha);Friedrichshain-Kreuzberg;nÃ¶rdliche Luisenstadt;52,50096387132;13,4173630206385;Entire home/apt;94;2;42;2018-09-30;2,28;12;338
16714541;Cozy apartment in Kreuzberg;4585514;Maciej;Friedrichshain-Kreuzberg;SÃŒdliche Friedrichstadt;52,4994646047504;13,4038938998968;Entire home/apt;40;5;7;2018-01-11;0,32;1;0
16717957;Klein aber fein - am Tempelhofer Feld;54622394;Wladimirowna Mascha;NeukÃ¶lln;Schillerpromenade;52,469497083746;13,4249856608718;Private room;30;3;8;2018-10-31;0,41;1;318
16718334;Comfortable apartment in the heart of the city !;48504151;Lukas;Charlottenburg-Wilm.;KantstraÃe;52,509781065229;13,3192005449077;Entire home/apt;40;4;0;;;1;0
16718773;Room with a nice view;5218816;Timo;Mitte;Brunnenstr. Nord;52,5439860220233;13,3906395881709;Private room;45;1;1;2017-01-23;0,05;2;0
