<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
CCC,D,20050309,000000,8.7954,8.7954,8.5912,8.753,46687,0
CCC,D,20050310,000000,8.6763,8.753,8.5571,8.753,283583,0
CCC,D,20050311,000000,8.753,8.753,8.5571,8.6763,7974,0
CCC,D,20050314,000000,8.5912,8.5912,8.5147,8.5571,21040,0
CCC,D,20050315,000000,8.5147,8.5912,8.4721,8.5912,24291,0
CCC,D,20050316,000000,8.5912,8.5912,8.4721,8.5912,99465,0
CCC,D,20050317,000000,8.5912,8.5912,8.0299,8.4383,40388,0
CCC,D,20050318,000000,8.5571,8.7954,8.5571,8.7954,255003,0
CCC,D,20050321,000000,8.9996,9.3147,8.9996,9.119,349468,0
CCC,D,20050322,000000,9.28,9.561,9.1959,9.4422,168991,0
CCC,D,20050323,000000,9.52,10.199,9.3577,10.082,306330,0
CCC,D,20050324,000000,10.037,10.242,9.722,9.883,220541,0
CCC,D,20050329,000000,9.883,10.004,9.681,9.961,10557,0
CCC,D,20050330,000000,9.961,9.961,9.722,9.842,23157,0
CCC,D,20050331,000000,9.919,10.121,9.919,10.121,190301,0
CCC,D,20050401,000000,10.403,10.522,10.318,10.445,34664,0
CCC,D,20050404,000000,10.522,10.922,10.36,10.846,168343,0
CCC,D,20050405,000000,11.083,11.169,10.802,10.802,53156,0
CCC,D,20050406,000000,10.802,10.846,10.565,10.565,22124,0
CCC,D,20050407,000000,10.76,11.33,10.76,11.245,274289,0
CCC,D,20050411,000000,11.61,12.335,11.484,11.484,345858,0
CCC,D,20050412,000000,11.525,11.764,11.083,11.245,253640,0
CCC,D,20050413,000000,11.286,11.807,11.286,11.406,97163,0
CCC,D,20050414,000000,11.33,11.406,11.006,11.041,100888,0
CCC,D,20050415,000000,11.006,11.169,10.922,11.083,42401,0
CCC,D,20050418,000000,10.888,11.484,10.641,11.484,72900,0
CCC,D,20050419,000000,11.645,11.849,11.525,11.645,72239,0
CCC,D,20050420,000000,11.645,11.807,11.245,11.484,42485,0
CCC,D,20050421,000000,11.33,11.569,11.006,11.245,105102,0
CCC,D,20050422,000000,11.484,11.484,10.922,11.203,69754,0
CCC,D,20050425,000000,10.922,11.203,10.922,11.203,26017,0
CCC,D,20050426,000000,11.245,11.245,10.964,11.006,33309,0
CCC,D,20050427,000000,10.922,11.126,10.888,10.964,95333,0
CCC,D,20050428,000000,10.922,11.041,10.846,11.006,15365,0
CCC,D,20050429,000000,11.083,11.126,11.083,11.126,4650,0
CCC,D,20050502,000000,11.169,11.525,11.083,11.484,13507,0
CCC,D,20050504,000000,11.484,11.807,11.406,11.61,47455,0
CCC,D,20050505,000000,11.569,11.764,11.569,11.61,22787,0
CCC,D,20050506,000000,11.731,11.764,11.569,11.645,14535,0
CCC,D,20050509,000000,11.807,12.086,11.764,11.807,298033,0
CCC,D,20050510,000000,11.968,11.968,11.61,11.731,25349,0
CCC,D,20050511,000000,11.731,11.731,11.484,11.569,8715,0
CCC,D,20050512,000000,11.569,11.849,11.45,11.484,20955,0
CCC,D,20050513,000000,11.406,11.406,11.286,11.365,9697,0
CCC,D,20050516,000000,11.525,11.731,11.45,11.61,41026,0
CCC,D,20050517,000000,11.484,11.645,11.203,11.245,33777,0
CCC,D,20050518,000000,11.286,11.406,11.083,11.245,55326,0
CCC,D,20050519,000000,11.245,11.33,11.245,11.33,29881,0
CCC,D,20050520,000000,11.33,11.645,11.33,11.525,68694,0
CCC,D,20050523,000000,11.569,11.688,11.245,11.33,35824,0
CCC,D,20050524,000000,11.286,11.45,11.245,11.45,100469,0
CCC,D,20050525,000000,11.365,11.484,11.33,11.45,17368,0
CCC,D,20050527,000000,11.365,11.484,11.286,11.45,17499,0
CCC,D,20050530,000000,11.406,11.569,11.365,11.569,8711,0
CCC,D,20050531,000000,11.484,11.525,11.45,11.525,17157,0
CCC,D,20050601,000000,11.484,11.525,11.45,11.484,73807,0
CCC,D,20050602,000000,11.45,11.45,11.203,11.245,27563,0
CCC,D,20050603,000000,11.286,11.286,11.245,11.286,41205,0
CCC,D,20050606,000000,11.245,11.406,11.245,11.33,14448,0
CCC,D,20050607,000000,11.365,11.365,11.203,11.286,28935,0
CCC,D,20050608,000000,11.286,11.33,11.245,11.286,100439,0
CCC,D,20050609,000000,11.245,11.33,11.203,11.33,68847,0
CCC,D,20050610,000000,11.33,11.33,11.245,11.33,12564,0
CCC,D,20050613,000000,11.245,11.45,11.203,11.406,16404,0
CCC,D,20050614,000000,11.245,11.245,11.203,11.245,22432,0
CCC,D,20050615,000000,11.203,11.286,11.203,11.245,13737,0
CCC,D,20050616,000000,11.203,11.203,10.846,10.922,112172,0
CCC,D,20050617,000000,10.922,11.169,10.922,11.169,20402,0
CCC,D,20050620,000000,11.126,11.126,11.041,11.126,30089,0
CCC,D,20050621,000000,11.006,11.126,10.846,11.126,44964,0
CCC,D,20050622,000000,11.083,11.126,11.006,11.126,23552,0
CCC,D,20050623,000000,11.169,11.45,11.083,11.45,18043,0
CCC,D,20050624,000000,11.365,11.525,11.169,11.365,43839,0
CCC,D,20050627,000000,11.365,11.365,11.203,11.286,8865,0
CCC,D,20050628,000000,11.286,11.365,11.286,11.286,1784,0
CCC,D,20050629,000000,11.286,11.365,11.245,11.33,73596,0
CCC,D,20050630,000000,11.286,11.286,11.245,11.286,5740,0
CCC,D,20050701,000000,11.245,11.33,11.169,11.33,13120,0
CCC,D,20050704,000000,11.245,11.33,11.245,11.33,8220,0
CCC,D,20050705,000000,11.33,11.33,11.33,11.33,6490,0
CCC,D,20050706,000000,11.286,11.45,11.286,11.45,188057,0
CCC,D,20050707,000000,11.45,11.45,11.33,11.365,16099,0
CCC,D,20050708,000000,11.245,11.525,11.245,11.525,42681,0
CCC,D,20050711,000000,11.484,11.484,11.33,11.33,15551,0
CCC,D,20050712,000000,11.45,11.484,11.245,11.484,203842,0
CCC,D,20050713,000000,11.525,12.172,11.484,12.011,96902,0
CCC,D,20050714,000000,12.055,12.335,11.892,12.172,207414,0
CCC,D,20050715,000000,12.335,12.335,12.207,12.207,345071,0
CCC,D,20050718,000000,12.207,12.81,12.207,12.615,41688,0
CCC,D,20050719,000000,12.615,12.776,12.487,12.615,24888,0
CCC,D,20050720,000000,12.615,13.014,12.615,12.93,209820,0
CCC,D,20050721,000000,13.252,13.252,12.93,12.93,38197,0
CCC,D,20050722,000000,12.93,12.93,12.615,12.734,34786,0
CCC,D,20050725,000000,12.734,13.014,12.734,12.972,37920,0
CCC,D,20050726,000000,13.014,13.619,12.972,13.49,205294,0
CCC,D,20050727,000000,13.576,14.376,13.576,14.213,147004,0
CCC,D,20050728,000000,14.418,14.418,13.976,14.213,74450,0
CCC,D,20050729,000000,14.258,14.46,14.095,14.095,47861,0
CCC,D,20050801,000000,14.213,14.213,13.014,14.06,22182,0
CCC,D,20050802,000000,13.976,14.137,13.899,14.095,29521,0
CCC,D,20050803,000000,14.095,14.213,13.78,14.137,21283,0
CCC,D,20050804,000000,14.137,15.26,14.06,15.26,226931,0
CCC,D,20050805,000000,15.661,16.067,15.022,15.184,79463,0
CCC,D,20050808,000000,15.184,15.26,14.698,15.184,27874,0
CCC,D,20050809,000000,15.141,15.346,14.903,15.227,31431,0
CCC,D,20050810,000000,15.184,15.184,14.622,15.066,41567,0
CCC,D,20050811,000000,15.227,15.864,15.184,15.787,56346,0
CCC,D,20050812,000000,15.907,16.307,15.661,15.948,67128,0
CCC,D,20050816,000000,16.067,17.107,16.026,16.954,66869,0
CCC,D,20050817,000000,16.954,17.991,16.145,17.754,75333,0
CCC,D,20050818,000000,18.237,18.636,17.515,17.515,213248,0
CCC,D,20050819,000000,17.676,18.237,17.268,18.237,103060,0
CCC,D,20050822,000000,18.551,18.551,17.991,18.077,52459,0
CCC,D,20050823,000000,18.077,18.077,17.515,17.592,104757,0
CCC,D,20050824,000000,17.592,17.592,16.545,16.791,109898,0
CCC,D,20050825,000000,16.545,16.545,16.067,16.23,198108,0
CCC,D,20050826,000000,16.067,16.545,16.067,16.23,108388,0
CCC,D,20050829,000000,16.23,16.631,16.23,16.383,32147,0
CCC,D,20050830,000000,16.631,17.754,16.631,17.515,109151,0
CCC,D,20050831,000000,17.991,17.991,17.352,17.43,40960,0
CCC,D,20050901,000000,17.592,17.754,17.268,17.352,20462,0
CCC,D,20050902,000000,17.515,17.515,16.868,17.107,41574,0
CCC,D,20050905,000000,16.868,17.352,16.707,17.352,23099,0
CCC,D,20050906,000000,17.352,17.676,17.192,17.43,31586,0
CCC,D,20050907,000000,17.676,18.713,17.592,18.475,82758,0
CCC,D,20050908,000000,18.636,19.037,18.475,18.551,60828,0
CCC,D,20050909,000000,18.551,18.713,18.077,18.475,22177,0
CCC,D,20050912,000000,18.875,19.121,18.713,19.037,20928,0
CCC,D,20050913,000000,19.121,19.436,19.121,19.436,93903,0
CCC,D,20050914,000000,19.596,20.722,19.596,20.405,72812,0
CCC,D,20050915,000000,20.645,21.13,19.92,20.082,95377,0
CCC,D,20050916,000000,19.998,20.321,19.436,20.082,54874,0
CCC,D,20050919,000000,20.321,20.567,20.082,20.159,37778,0
CCC,D,20050920,000000,20.405,20.405,19.436,19.683,41281,0
CCC,D,20050921,000000,19.36,19.522,18.875,19.037,58600,0
CCC,D,20050922,000000,18.875,19.522,18.875,19.36,24507,0
CCC,D,20050923,000000,19.121,19.274,18.4,18.713,46866,0
CCC,D,20050926,000000,18.636,19.274,18.077,19.274,40348,0
CCC,D,20050927,000000,19.274,19.596,18.875,19.121,41777,0
CCC,D,20050928,000000,19.274,19.522,18.636,19.037,19314,0
CCC,D,20050929,000000,18.636,19.037,18.636,18.96,9633,0
CCC,D,20050930,000000,19.121,19.121,18.636,19.121,17566,0
CCC,D,20051003,000000,19.121,19.121,18.153,18.551,19834,0
CCC,D,20051004,000000,18.713,18.713,18.237,18.713,35512,0
CCC,D,20051005,000000,18.237,18.636,18.237,18.551,12544,0
CCC,D,20051006,000000,18.153,18.153,17.592,18.153,135926,0
CCC,D,20051007,000000,18.077,18.077,17.515,17.676,78015,0
CCC,D,20051010,000000,17.676,18.551,17.676,18.077,25867,0
CCC,D,20051011,000000,18.312,18.636,18.237,18.636,16021,0
CCC,D,20051012,000000,18.875,18.96,18.475,18.875,25291,0
CCC,D,20051013,000000,18.713,18.713,18.153,18.312,39785,0
CCC,D,20051014,000000,17.991,18.312,17.991,18.312,20635,0
CCC,D,20051017,000000,17.829,18.551,17.829,17.991,94836,0
CCC,D,20051018,000000,18.153,18.4,18.077,18.153,34329,0
CCC,D,20051019,000000,18.153,18.153,17.676,17.991,24174,0
CCC,D,20051020,000000,17.991,17.991,17.268,17.991,35602,0
CCC,D,20051021,000000,18.312,18.312,17.592,17.991,39552,0
CCC,D,20051024,000000,17.676,17.754,17.352,17.592,19198,0
CCC,D,20051025,000000,17.676,18.4,17.43,17.991,66902,0
CCC,D,20051026,000000,18.312,18.312,17.352,17.515,73723,0
CCC,D,20051027,000000,17.268,17.915,17.192,17.829,18860,0
CCC,D,20051028,000000,17.515,18.077,17.352,17.991,21428,0
CCC,D,20051031,000000,18.077,18.96,18.077,18.798,48994,0
CCC,D,20051102,000000,19.037,19.683,18.875,19.274,71441,0
CCC,D,20051103,000000,19.596,19.596,18.96,19.121,48205,0
CCC,D,20051104,000000,19.198,19.36,19.037,19.121,34243,0
CCC,D,20051107,000000,19.36,19.36,18.475,18.875,10221,0
CCC,D,20051108,000000,18.875,18.875,17.915,18.713,25365,0
CCC,D,20051109,000000,18.551,19.36,18.475,19.274,32042,0
CCC,D,20051110,000000,19.36,19.683,19.274,19.596,97281,0
CCC,D,20051114,000000,19.596,21.045,19.436,21.045,192868,0
CCC,D,20051115,000000,22.091,22.253,21.531,21.854,118953,0
CCC,D,20051116,000000,22.091,22.091,20.968,21.444,60641,0
CCC,D,20051117,000000,21.692,21.692,20.722,21.13,59258,0
CCC,D,20051118,000000,20.806,21.283,20.482,20.968,36968,0
CCC,D,20051121,000000,21.283,21.767,20.884,21.692,153823,0
CCC,D,20051122,000000,21.854,21.929,21.531,21.531,226455,0
CCC,D,20051123,000000,21.444,21.854,21.045,21.531,43902,0
CCC,D,20051124,000000,21.368,21.854,21.207,21.444,37121,0
CCC,D,20051125,000000,21.531,22.007,21.531,22.007,45773,0
CCC,D,20051128,000000,22.253,23.536,22.253,22.577,148278,0
CCC,D,20051129,000000,22.976,23.86,22.652,23.775,75315,0
CCC,D,20051130,000000,24.02,25.059,24.02,24.336,107284,0
CCC,D,20051201,000000,24.422,25.306,24.422,24.897,53281,0
CCC,D,20051202,000000,25.22,25.782,24.897,25.706,84851,0
CCC,D,20051205,000000,25.943,26.344,24.897,24.897,93124,0
CCC,D,20051206,000000,24.897,24.897,23.775,24.098,96871,0
CCC,D,20051207,000000,23.697,24.098,23.452,24.098,259619,0
CCC,D,20051208,000000,24.098,24.897,23.613,24.497,134162,0
CCC,D,20051209,000000,24.82,24.82,24.259,24.582,55620,0
CCC,D,20051212,000000,25.306,25.466,24.897,25.144,40993,0
CCC,D,20051213,000000,25.22,25.22,24.497,24.659,45318,0
CCC,D,20051214,000000,24.659,24.659,23.697,24.659,64663,0
CCC,D,20051215,000000,24.897,24.897,24.173,24.259,8497,0
CCC,D,20051216,000000,24.259,24.259,23.86,24.02,23693,0
CCC,D,20051219,000000,24.098,24.336,23.775,24.173,27443,0
CCC,D,20051220,000000,24.173,24.745,24.173,24.497,31488,0
CCC,D,20051221,000000,24.497,25.382,24.173,25.382,37993,0
CCC,D,20051222,000000,25.382,25.782,25.22,25.544,64070,0
CCC,D,20051223,000000,25.622,25.706,24.982,25.544,29945,0
CCC,D,20051227,000000,25.706,25.706,25.382,25.466,12855,0
CCC,D,20051228,000000,25.544,25.544,25.059,25.382,25892,0
CCC,D,20051229,000000,25.544,25.544,25.059,25.306,13785,0
CCC,D,20051230,000000,25.22,25.22,24.497,25.059,29815,0
CCC,D,20060102,000000,25.144,25.306,24.659,25.22,11711,0
CCC,D,20060103,000000,25.306,27.229,25.144,26.828,90120,0
CCC,D,20060104,000000,27.152,27.229,25.943,26.828,79474,0
CCC,D,20060105,000000,26.828,26.828,26.106,26.505,27531,0
CCC,D,20060106,000000,26.751,27.229,26.267,26.991,65823,0
CCC,D,20060109,000000,26.991,28.437,26.991,28.114,133773,0
CCC,D,20060110,000000,28.513,29.721,28.437,29.721,67804,0
CCC,D,20060111,000000,30.121,30.121,29.159,29.557,61496,0
CCC,D,20060112,000000,29.557,29.557,28.675,29.073,37206,0
CCC,D,20060113,000000,28.921,28.997,27.79,28.513,48972,0
CCC,D,20060116,000000,27.79,29.643,27.79,29.643,36755,0
CCC,D,20060117,000000,29.397,29.881,29.159,29.721,41949,0
CCC,D,20060118,000000,29.32,29.557,28.114,29.32,49175,0
CCC,D,20060119,000000,29.073,30.843,29.073,30.768,67626,0
CCC,D,20060120,000000,30.843,30.843,29.721,30.206,41621,0
CCC,D,20060123,000000,29.236,30.121,28.597,29.959,23268,0
CCC,D,20060124,000000,29.881,31.652,29.881,31.244,97168,0
CCC,D,20060125,000000,31.729,32.214,31.652,32.214,44221,0
CCC,D,20060126,000000,32.214,32.29,31.567,31.567,25882,0
CCC,D,20060127,000000,31.567,32.052,31.005,31.652,17034,0
CCC,D,20060130,000000,32.052,32.052,30.606,31.405,32809,0
CCC,D,20060131,000000,32.29,32.451,29.32,30.52,135244,0
CCC,D,20060201,000000,29.721,31.652,29.643,31.329,41722,0
CCC,D,20060202,000000,31.329,31.405,30.682,31.167,24759,0
CCC,D,20060203,000000,30.682,30.682,29.721,29.797,29063,0
CCC,D,20060206,000000,28.921,30.367,28.597,30.206,31088,0
CCC,D,20060207,000000,30.444,31.091,29.881,30.444,14674,0
CCC,D,20060208,000000,30.283,30.682,29.721,30.52,12410,0
CCC,D,20060209,000000,30.768,31.329,30.52,31.167,30952,0
CCC,D,20060210,000000,31.167,31.49,30.682,31.167,31406,0
CCC,D,20060213,000000,31.652,31.652,30.444,30.843,18266,0
CCC,D,20060214,000000,31.329,31.329,30.52,30.843,8327,0
CCC,D,20060215,000000,30.843,30.843,30.121,30.206,19728,0
CCC,D,20060216,000000,30.043,31.005,30.043,30.121,19917,0
CCC,D,20060217,000000,30.121,30.768,29.797,30.52,76137,0
CCC,D,20060220,000000,30.843,31.244,30.283,30.843,185126,0
CCC,D,20060221,000000,31.244,31.244,30.52,30.52,22693,0
CCC,D,20060222,000000,30.121,30.843,30.121,30.843,10267,0
CCC,D,20060223,000000,30.843,30.843,30.367,30.367,14680,0
CCC,D,20060224,000000,30.606,30.768,30.367,30.682,15736,0
CCC,D,20060227,000000,30.606,30.606,30.206,30.444,20303,0
CCC,D,20060228,000000,30.52,30.682,30.121,30.52,79547,0
CCC,D,20060301,000000,30.52,30.52,29.397,30.367,72378,0
CCC,D,20060302,000000,30.928,30.928,30.121,30.367,23125,0
CCC,D,20060303,000000,30.367,30.444,30.121,30.283,11487,0
CCC,D,20060306,000000,30.121,30.52,29.397,29.557,22275,0
CCC,D,20060307,000000,28.597,28.675,26.914,28.114,318736,0
CCC,D,20060308,000000,27.714,30.121,27.637,30.121,164362,0
CCC,D,20060309,000000,30.52,31.405,29.721,29.881,47692,0
CCC,D,20060310,000000,30.52,30.52,29.159,29.959,15600,0
CCC,D,20060313,000000,29.797,32.127,29.797,32.052,156522,0
CCC,D,20060314,000000,32.538,32.689,31.567,32.214,130432,0
CCC,D,20060315,000000,32.214,32.214,31.89,31.967,39500,0
CCC,D,20060316,000000,31.813,32.127,31.652,31.967,25096,0
CCC,D,20060317,000000,32.052,32.127,31.813,31.89,89183,0
CCC,D,20060320,000000,31.729,31.967,30.928,31.167,33080,0
CCC,D,20060321,000000,30.928,31.091,30.52,30.606,118543,0
CCC,D,20060322,000000,31.167,31.329,30.52,31.167,78565,0
CCC,D,20060323,000000,31.405,31.405,30.682,30.768,27488,0
CCC,D,20060324,000000,30.768,30.928,30.682,30.768,29000,0
CCC,D,20060327,000000,30.682,31.329,30.606,30.768,27700,0
CCC,D,20060328,000000,30.682,30.768,30.206,30.367,46670,0
CCC,D,20060329,000000,30.121,30.606,29.721,30.52,64892,0
CCC,D,20060330,000000,30.444,30.682,30.043,30.606,38927,0
CCC,D,20060331,000000,30.843,30.843,29.881,30.444,37651,0
CCC,D,20060403,000000,30.283,30.367,29.721,30.283,39399,0
CCC,D,20060404,000000,30.283,30.283,29.721,29.881,48116,0
CCC,D,20060405,000000,30.121,30.444,29.881,30.283,54133,0
CCC,D,20060406,000000,30.283,30.367,30.121,30.283,21795,0
CCC,D,20060407,000000,30.444,30.768,30.043,30.121,74924,0
CCC,D,20060410,000000,29.881,29.881,28.921,29.236,97525,0
CCC,D,20060411,000000,29.159,29.236,28.921,29.159,40539,0
CCC,D,20060412,000000,28.997,29.721,28.921,29.397,39321,0
CCC,D,20060413,000000,30.121,30.121,28.997,29.721,99080,0
CCC,D,20060418,000000,29.721,30.367,29.397,30.043,77988,0
CCC,D,20060419,000000,30.121,30.206,29.721,30.121,11796,0
CCC,D,20060420,000000,30.121,30.682,29.797,30.606,41123,0
CCC,D,20060421,000000,30.682,33.098,30.682,33.098,149549,0
CCC,D,20060424,000000,32.936,34.943,32.612,34.859,110726,0
CCC,D,20060425,000000,34.783,34.783,32.936,34.221,46272,0
CCC,D,20060426,000000,34.221,35.182,34.221,35.182,105355,0
CCC,D,20060427,000000,35.429,36.067,34.943,35.344,45923,0
CCC,D,20060428,000000,35.344,35.99,35.021,35.505,14301,0
CCC,D,20060502,000000,35.505,36.067,35.344,35.743,9249,0
CCC,D,20060504,000000,35.829,36.067,35.429,35.505,22517,0
CCC,D,20060505,000000,35.505,36.789,34.705,36.789,47542,0
CCC,D,20060508,000000,37.189,37.836,37.027,37.589,24836,0
CCC,D,20060509,000000,37.836,39.358,36.952,37.589,50771,0
CCC,D,20060510,000000,39.358,39.358,37.75,37.75,38844,0
CCC,D,20060511,000000,38.074,38.074,37.35,37.674,25299,0
CCC,D,20060512,000000,37.512,37.512,35.743,36.39,55373,0
CCC,D,20060515,000000,36.067,36.067,34.296,34.943,80639,0
CCC,D,20060516,000000,34.543,35.667,33.498,35.667,32191,0
CCC,D,20060517,000000,35.743,35.829,35.182,35.182,35230,0
CCC,D,20060518,000000,34.705,35.429,34.382,35.429,47056,0
CCC,D,20060519,000000,35.429,35.429,34.859,35.105,15889,0
CCC,D,20060522,000000,35.182,35.267,33.412,34.543,27388,0
CCC,D,20060523,000000,32.538,34.943,30.52,32.936,108621,0
CCC,D,20060524,000000,33.498,34.783,32.936,33.337,50515,0
CCC,D,20060525,000000,33.337,33.659,31.729,33.259,27556,0
CCC,D,20060526,000000,33.736,34.458,33.736,33.736,21320,0
CCC,D,20060529,000000,33.981,34.458,33.013,33.575,5383,0
CCC,D,20060530,000000,33.736,33.736,32.127,32.538,10376,0
CCC,D,20060531,000000,31.329,32.774,29.721,32.774,26349,0
CCC,D,20060601,000000,32.851,34.134,32.851,33.337,15938,0
CCC,D,20060602,000000,33.412,34.943,33.412,34.543,20721,0
CCC,D,20060605,000000,35.267,35.267,34.543,35.021,27500,0
CCC,D,20060606,000000,35.105,35.105,34.619,34.943,11198,0
CCC,D,20060607,000000,34.859,35.105,34.705,35.105,10731,0
CCC,D,20060608,000000,34.934,37.4,34.28,35.351,8046,0
CCC,D,20060609,000000,34.774,36.17,34.366,34.69,13558,0
CCC,D,20060612,000000,34.366,34.69,32.884,33.702,24388,0
CCC,D,20060613,000000,32.884,33.047,30.665,32.884,84633,0
CCC,D,20060614,000000,31.49,32.884,31.49,32.884,19666,0
CCC,D,20060616,000000,34.119,34.119,33.207,33.702,3632,0
CCC,D,20060619,000000,33.702,33.702,33.047,33.702,7115,0
CCC,D,20060620,000000,33.047,33.294,33.047,33.294,4580,0
CCC,D,20060621,000000,33.294,33.294,32.468,33.047,12798,0
CCC,D,20060622,000000,33.702,33.702,32.468,32.961,2813,0
CCC,D,20060623,000000,32.554,33.702,32.554,33.626,8965,0
CCC,D,20060626,000000,33.626,34.527,33.379,33.455,141727,0
CCC,D,20060627,000000,33.379,34.527,33.132,33.872,9700,0
CCC,D,20060628,000000,33.702,34.527,33.207,34.196,7917,0
CCC,D,20060629,000000,34.28,34.442,33.702,34.196,13018,0
CCC,D,20060630,000000,34.527,34.527,33.872,34.442,29292,0
CCC,D,20060703,000000,34.366,34.934,33.787,34.442,3311,0
CCC,D,20060704,000000,34.859,34.859,34.196,34.442,1724,0
CCC,D,20060705,000000,34.527,35.021,34.527,34.611,8180,0
CCC,D,20060706,000000,34.527,35.513,34.527,35.105,19136,0
CCC,D,20060707,000000,35.182,36.909,35.182,36.255,19059,0
CCC,D,20060710,000000,35.513,37.4,35.513,36.909,12514,0
CCC,D,20060711,000000,37.4,37.4,36.17,36.338,11282,0
CCC,D,20060712,000000,37.4,37.4,36.585,36.585,43963,0
CCC,D,20060713,000000,36.17,36.585,36.17,36.338,12984,0
CCC,D,20060714,000000,36.092,36.338,35.846,36.17,6788,0
CCC,D,20060717,000000,34.611,36.5,34.611,36.5,20654,0
CCC,D,20060718,000000,36.5,36.5,35.846,36.17,42077,0
CCC,D,20060719,000000,37.733,37.733,36.255,36.417,5525,0
CCC,D,20060720,000000,36.993,36.993,36.417,36.909,1392,0
CCC,D,20060721,000000,36.831,36.831,36.255,36.255,2218,0
CCC,D,20060724,000000,36.585,36.585,36.092,36.17,41913,0
CCC,D,20060725,000000,36.092,36.417,36.092,36.417,42089,0
CCC,D,20060726,000000,35.675,36.5,35.675,36.5,50249,0
CCC,D,20060727,000000,36.5,37.4,36.5,37.325,14952,0
CCC,D,20060728,000000,37.571,37.571,36.747,37.24,26549,0
CCC,D,20060731,000000,36.417,37.733,36.338,37.733,10124,0
CCC,D,20060801,000000,37.733,37.733,36.993,36.993,2668,0
CCC,D,20060802,000000,36.417,37.325,36.417,36.5,6410,0
CCC,D,20060803,000000,36.5,36.5,36.006,36.092,32524,0
CCC,D,20060804,000000,36.092,36.585,36.092,36.585,35183,0
CCC,D,20060807,000000,36.831,37.4,36.585,36.909,2769,0
CCC,D,20060808,000000,36.993,37.077,36.17,37.077,9293,0
CCC,D,20060809,000000,37.077,37.647,37.077,37.571,6761,0
CCC,D,20060810,000000,37.487,37.733,37.325,37.325,11550,0
CCC,D,20060811,000000,37.571,37.571,36.831,36.909,83238,0
CCC,D,20060814,000000,36.993,37.155,36.831,36.909,6425,0
CCC,D,20060816,000000,36.993,36.993,36.909,36.909,2500,0
CCC,D,20060817,000000,36.993,37.325,36.831,36.831,187890,0
CCC,D,20060818,000000,37.077,37.647,37.077,37.155,14268,0
CCC,D,20060821,000000,37.647,37.647,36.993,36.993,6954,0
CCC,D,20060822,000000,37.571,37.571,37.077,37.155,3815,0
CCC,D,20060823,000000,37.325,37.325,36.993,37.077,6230,0
CCC,D,20060824,000000,36.909,37.155,36.585,36.747,5276,0
CCC,D,20060825,000000,36.663,36.993,36.338,36.993,2715,0
CCC,D,20060828,000000,37.325,37.487,36.993,36.993,9238,0
CCC,D,20060829,000000,36.909,37.24,36.831,37.24,4749,0
CCC,D,20060830,000000,37.077,37.077,36.993,36.993,3899,0
CCC,D,20060831,000000,37.24,37.4,36.993,36.993,2959,0
CCC,D,20060901,000000,37.325,37.4,36.993,37.4,5525,0
CCC,D,20060904,000000,37.571,37.571,36.993,37.216,3941,0
CCC,D,20060905,000000,37.224,37.647,37.224,37.647,4971,0
CCC,D,20060906,000000,37.733,38.882,37.325,37.325,17332,0
CCC,D,20060907,000000,37.325,38.559,37.155,37.828,51843,0
CCC,D,20060908,000000,38.797,38.804,37.86,38.227,3767,0
CCC,D,20060911,000000,38.804,38.804,38.227,38.627,7463,0
CCC,D,20060912,000000,38.678,38.882,38.473,38.635,4021,0
CCC,D,20060913,000000,39.706,41.102,39.341,41.102,195032,0
CCC,D,20060914,000000,41.102,43.159,41.102,41.928,27394,0
CCC,D,20060915,000000,41.102,42.088,40.693,42.088,6961,0
CCC,D,20060918,000000,41.102,42.088,40.786,41.102,12376,0
CCC,D,20060919,000000,41.102,41.102,39.46,40.286,129471,0
CCC,D,20060920,000000,40.2,40.286,38.227,40.073,15143,0
CCC,D,20060921,000000,39.46,40.073,39.46,39.868,5666,0
CCC,D,20060922,000000,39.911,40.2,39.545,39.621,5629,0
CCC,D,20060925,000000,40.286,40.286,39.487,39.868,3521,0
CCC,D,20060926,000000,39.954,40.941,39.868,40.114,6549,0
CCC,D,20060927,000000,40.2,40.2,38.635,39.621,5350,0
CCC,D,20060928,000000,39.46,39.545,39.051,39.545,2222,0
CCC,D,20060929,000000,38.882,39.502,37.82,37.82,17649,0
CCC,D,20061002,000000,37.82,37.82,36.177,36.993,16573,0
CCC,D,20061003,000000,36.993,37.077,36.789,37.077,5448,0
CCC,D,20061004,000000,36.993,38.227,36.831,38.227,12311,0
CCC,D,20061005,000000,39.706,39.706,37.325,37.325,29017,0
CCC,D,20061006,000000,37.487,38.635,37.487,38.26,203661,0
CCC,D,20061009,000000,37.869,39.46,37.869,38.804,68490,0
CCC,D,20061010,000000,39.384,40.114,39.384,39.46,14487,0
CCC,D,20061011,000000,40.191,40.191,39.604,40.114,25683,0
CCC,D,20061012,000000,40.114,40.114,39.545,39.791,4659,0
CCC,D,20061013,000000,39.665,39.945,39.051,39.051,4573,0
CCC,D,20061016,000000,39.868,39.868,38.473,38.635,69361,0
CCC,D,20061017,000000,39.444,39.444,37.98,38.083,4800,0
CCC,D,20061018,000000,37.895,38.218,37.647,37.82,10031,0
CCC,D,20061019,000000,38.635,38.966,37.82,38.966,2697,0
CCC,D,20061020,000000,39.051,39.127,38.244,38.559,2905,0
